,city,REGION
39204,paceco,EUROPE
39205,ovada,EUROPE
39206,guaraci,SOUTH AMERICA
39207,tafalla,EUROPE
39208,nekarikallu,ASIA
39209,diedorf,EUROPE
39210,cave,EUROPE
39211,chiramanangād,ASIA
39212,nilavārappatti,ASIA
39213,matulji,EUROPE
39214,bhanghi,ASIA
39215,nuvem,ASIA
39216,nāranāpuram,ASIA
39217,itamogi,SOUTH AMERICA
39218,dallgow-döberitz,EUROPE
39219,nīrkunnam,ASIA
39220,akhnūr,ASIA
39221,pipalrawān,ASIA
39222,bhaurādah,ASIA
39223,waasmunster,EUROPE
39224,osterwieck,EUROPE
39225,errahalli,ASIA
39226,punjai kālāmangalam,ASIA
39227,westwood lakes,NORTH AMERICA
39228,gounarou,AFRICA
39229,ban bang yai,ASIA
39230,abergavenny,EUROPE
39231,suyo,ASIA
39232,pompton plains,NORTH AMERICA
39233,airway heights,NORTH AMERICA
39234,mutukūru,ASIA
39235,langhirano,EUROPE
39236,kendall park,NORTH AMERICA
39237,seekirchen am wallersee,EUROPE
39238,qal‘eh chan‘ān,ASIA
39239,bāsht,ASIA
39240,gleisdorf,EUROPE
39241,agouna,AFRICA
39242,vire,EUROPE
39243,sarsai nāwar,ASIA
39244,vidalia,NORTH AMERICA
39245,pine hill,NORTH AMERICA
39246,kūhbanān,ASIA
39247,pedralva,SOUTH AMERICA
39248,kājhi hridenagar,ASIA
39249,jhundo,ASIA
39250,gori,AFRICA
39251,ñiquén,SOUTH AMERICA
39252,santo domingo,SOUTH AMERICA
39253,bad orb,EUROPE
39254,pont-saint-esprit,EUROPE
39255,burgos,ASIA
39256,mülsen,EUROPE
39257,kuruvambalam,ASIA
39258,rudra nagar,ASIA
39259,antanandehibe,AFRICA
39260,otavi,AFRICA
39261,jarjanāz,ASIA
39262,lulhaul,ASIA
39263,sāmbre,ASIA
39264,odugattūr,ASIA
39265,pragadavaram,ASIA
39266,kīlrājakularāman,ASIA
39267,alakamisy anativato,AFRICA
39268,ilıcaköy,ASIA
39269,villa unión,NORTH AMERICA
39270,iramaia,SOUTH AMERICA
39271,laredo,EUROPE
39272,moda,ASIA
39273,sunadkuppi,ASIA
39274,bendougouba,AFRICA
39275,suhāgi,ASIA
39276,kattāri,ASIA
39277,ogano,ASIA
39278,lyngdal,EUROPE
39279,doi saket,ASIA
39280,manatí,NORTH AMERICA
39281,rianxo,EUROPE
39282,briançon,EUROPE
39283,saint ives,EUROPE
39284,kuttattuppatti,ASIA
39285,jaladurgam,ASIA
39286,kingri,ASIA
39287,kelilalina,AFRICA
39288,wang sombun,ASIA
39289,lehigh,NORTH AMERICA
39290,babhnoul,ASIA
39291,komarolu,ASIA
39292,jackson,NORTH AMERICA
39293,lake arrowhead,NORTH AMERICA
39294,lieshout,EUROPE
39295,capela do alto alegre,SOUTH AMERICA
39296,shirebrook,EUROPE
39297,goasi,ASIA
39298,itacurubí de la cordillera,SOUTH AMERICA
39299,campo largo,SOUTH AMERICA
39300,whitnash,EUROPE
39301,na sceirí,EUROPE
39302,racale,EUROPE
39303,mogwase,AFRICA
39304,juruá,SOUTH AMERICA
39305,northbrook,NORTH AMERICA
39306,allonnes,EUROPE
39307,chantilly,EUROPE
39308,voisins-le-bretonneux,EUROPE
39309,karuvelampatti,ASIA
39310,pādiyūr,ASIA
39311,doraville,NORTH AMERICA
39312,brdovec,EUROPE
39313,emsbüren,EUROPE
39314,kumāravādi,ASIA
39315,isola del liri,EUROPE
39316,chandreru,ASIA
39317,jaqma,AFRICA
39318,newberry,NORTH AMERICA
39319,bhālpatti,ASIA
39320,vellavādanparappu,ASIA
39321,rāybāg,ASIA
39322,nandasmo,NORTH AMERICA
39323,the hills,NORTH AMERICA
39324,martinengo,EUROPE
39325,motta di livenza,EUROPE
39326,santa maría,NORTH AMERICA
39327,worth,NORTH AMERICA
39328,placerville,NORTH AMERICA
39329,choachí,SOUTH AMERICA
39330,cantillana,EUROPE
39331,royston,EUROPE
39332,kerāi,ASIA
39333,scenic oaks,NORTH AMERICA
39334,saks,NORTH AMERICA
39335,deh bakrī,ASIA
39336,sonoma,NORTH AMERICA
39337,uropá,SOUTH AMERICA
39338,gaohucun,ASIA
39339,panamarattuppatti,ASIA
39340,maniamkulam,ASIA
39341,monte san pietro,EUROPE
39342,amesbury,EUROPE
39343,campton hills,NORTH AMERICA
39344,rogatica,EUROPE
39345,léognan,EUROPE
39346,bāzid chak kasturi,ASIA
39347,andovoranto,AFRICA
39348,ankarabato,AFRICA
39349,tezontepec de aldama,NORTH AMERICA
39350,taimali,ASIA
39351,milton,NORTH AMERICA
39352,zwettl,EUROPE
39353,rājānagaram,ASIA
39354,grezzana,EUROPE
39355,sapahi,ASIA
39356,santa bárbara,NORTH AMERICA
39357,asālem,ASIA
39358,fujino,ASIA
39359,zaragoza,NORTH AMERICA
39360,săcueni,EUROPE
39361,çüngüş,ASIA
39362,essex junction,NORTH AMERICA
39363,alagappapuram,ASIA
39364,ōtsuchi,ASIA
39365,pebble creek,NORTH AMERICA
39366,ubalá,SOUTH AMERICA
39367,gülbaar,ASIA
39368,dharmavaram,ASIA
39369,morro bay,NORTH AMERICA
39370,campolongo maggiore,EUROPE
39371,novomyrhorod,EUROPE
39372,ormesby,EUROPE
39373,īmani,ASIA
39374,meiwa,ASIA
39375,villers-la-ville,EUROPE
39376,xiaozui,ASIA
39377,parnera,ASIA
39378,qamīnis,AFRICA
39379,hartford,NORTH AMERICA
39380,tigrāna,ASIA
39381,sosnivka,EUROPE
39382,nandiala,AFRICA
39383,thevūr,ASIA
39384,louvain-la-neuve,EUROPE
39385,candiota,SOUTH AMERICA
39386,yemva,EUROPE
39387,van wert,NORTH AMERICA
39388,la palma del condado,EUROPE
39389,enumulapalle,ASIA
39390,raeren,EUROPE
39391,tamarana,SOUTH AMERICA
39392,aberystwyth,EUROPE
39393,rewtith,ASIA
39394,sidhap kalān,ASIA
39395,chittārkottal,ASIA
39396,kenafif,AFRICA
39397,indaw,ASIA
39398,gages lake,NORTH AMERICA
39399,sesori,NORTH AMERICA
39400,tarboro,NORTH AMERICA
39401,clermont,EUROPE
39402,villeneuve-tolosane,EUROPE
39403,botticino sera,EUROPE
39404,santa catarina ayotzingo,NORTH AMERICA
39405,jyllinge,EUROPE
39406,bou khadra,AFRICA
39407,marudūr,ASIA
39408,loano,EUROPE
39409,əliabad,ASIA
39410,mara rosa,SOUTH AMERICA
39411,schönwalde-siedlung,EUROPE
39412,galsi,ASIA
39413,shŭrobod,ASIA
39414,aduku,AFRICA
39415,lwakhakha,AFRICA
39416,bog’ot,ASIA
39417,sangam,ASIA
39418,qal‘eh tall,ASIA
39419,borgloon,EUROPE
39420,san felice sul panaro,EUROPE
39421,ambohinihaonana,AFRICA
39422,fuller heights,NORTH AMERICA
39423,villahermosa,SOUTH AMERICA
39424,sam ko,ASIA
39425,kearney,NORTH AMERICA
39426,chettipālaiyam,ASIA
39427,milattūr,ASIA
39428,şebin karahisar,ASIA
39429,felida,NORTH AMERICA
39430,kurdi,ASIA
39431,saray,ASIA
39432,étaples,EUROPE
39433,hatch end,EUROPE
39434,sangalbahīta,ASIA
39435,trevignano,EUROPE
39436,south union,NORTH AMERICA
39437,lexington,NORTH AMERICA
39438,soquel,NORTH AMERICA
39439,déville-lès-rouen,EUROPE
39440,bāghūz fawqānī,ASIA
39441,sidi namane,AFRICA
39442,chesterfield,EUROPE
39443,lachhmīpur,ASIA
39444,sahuli,ASIA
39445,san juan,ASIA
39446,morbach,EUROPE
39447,santa ana huista,NORTH AMERICA
39448,medesano,EUROPE
39449,querência do norte,SOUTH AMERICA
39450,darfield,EUROPE
39451,gairtganj,ASIA
39452,iretama,SOUTH AMERICA
39453,bottesford,EUROPE
39454,jhundpura,ASIA
39455,broomall,NORTH AMERICA
39456,barmstedt,EUROPE
39457,peralillo,SOUTH AMERICA
39458,gambettola,EUROPE
39459,matsuda-sōryō,ASIA
39460,baetov,ASIA
39461,tisma,NORTH AMERICA
39462,lenoir city,NORTH AMERICA
39463,tālsur,ASIA
39464,kattipūdi,ASIA
39465,calimesa,NORTH AMERICA
39466,yampil,EUROPE
39467,knowle,EUROPE
39468,cerreto guidi,EUROPE
39469,valadares,EUROPE
39470,lake barcroft,NORTH AMERICA
39471,yorkshire,NORTH AMERICA
39472,fô-bouré,AFRICA
39473,bestwig,EUROPE
39474,richmond heights,NORTH AMERICA
39475,frenštát pod radhoštěm,EUROPE
39476,mathigeri,ASIA
39477,sebt ait ikkou,AFRICA
39478,pine ridge,NORTH AMERICA
39479,cazzago san martino,EUROPE
39480,iwai,ASIA
39481,gammasa,AFRICA
39482,aghbalou n’kerdous,AFRICA
39483,bela crkva,EUROPE
39484,graçanicë,EUROPE
39485,sumner,NORTH AMERICA
39486,pinto,SOUTH AMERICA
39487,bhaur,ASIA
39488,pulingōm,ASIA
39489,dakhrām,ASIA
39490,corozal,NORTH AMERICA
39491,néo psychikó,EUROPE
39492,ardrossan,EUROPE
39493,konganāpuram,ASIA
39494,hemāvati,ASIA
39495,darb-e behesht,ASIA
39496,lohariandava,AFRICA
39497,itārhi,ASIA
39498,singapperumālkovil,ASIA
39499,katra,ASIA
39500,besagarahalli,ASIA
39501,cricova,EUROPE
39502,hosahalli,ASIA
39503,douglass,NORTH AMERICA
39504,são joão da ocalina,SOUTH AMERICA
39505,anoviara,AFRICA
39506,corning,NORTH AMERICA
39507,urgūn,ASIA
39508,kivistö,EUROPE
39509,kānkōl,ASIA
39510,sālotgi,ASIA
39511,dakhān,ASIA
39512,cameri,EUROPE
39513,darby,NORTH AMERICA
39514,capim branco,SOUTH AMERICA
39515,tewkesbury,EUROPE
39516,west haverstraw,NORTH AMERICA
39517,maynard,NORTH AMERICA
39518,tinqueux,EUROPE
39519,são brás de alportel,EUROPE
39520,krasnousol’skiy,EUROPE
39521,betsiaka,AFRICA
39522,monte alegre do piauí,SOUTH AMERICA
39523,chuqung,ASIA
39524,joutseno,EUROPE
39525,chettimangurichchi,ASIA
39526,ponnampatti,ASIA
39527,felsberg,EUROPE
39528,oloron-sainte-marie,EUROPE
39529,al atārib,ASIA
39530,gürün,ASIA
39531,yeghvard,ASIA
39532,plan-les-ouates,EUROPE
39533,aulla,EUROPE
39534,puranāttukara,ASIA
39535,kāla diāra,ASIA
39536,ukrainsk,EUROPE
39537,malapannanagudi,ASIA
39538,huétor-tájar,EUROPE
39539,leninskoe,ASIA
39540,nakonde,AFRICA
39541,bharra,ASIA
39542,teus,ASIA
39543,kuršėnai,EUROPE
39544,lamhadi,AFRICA
39545,neuenhaus,EUROPE
39546,daganzo de arriba,EUROPE
39547,clute,NORTH AMERICA
39548,ponte serrada,SOUTH AMERICA
39549,myślibórz,EUROPE
39550,bischofswerda,EUROPE
39551,antsaravibe,AFRICA
39552,corocoro,SOUTH AMERICA
39553,rāmāreddi,ASIA
39554,nowa dęba,EUROPE
39555,santo andré,EUROPE
39556,veľký krtíš,EUROPE
39557,cookstown,EUROPE
39558,santa terezinha de goiás,SOUTH AMERICA
39559,kadwa,ASIA
39560,sant’antìoco,EUROPE
39561,filipstad,EUROPE
39562,coité do nóia,SOUTH AMERICA
39563,gudibanda,ASIA
39564,tiszafüred,EUROPE
39565,ambato,AFRICA
39566,isabela,NORTH AMERICA
39567,gobardhanpur kanāp,ASIA
39568,karadichittūr,ASIA
39569,tolna,EUROPE
39570,atlit,ASIA
39571,amāyan,ASIA
39572,freeport,NORTH AMERICA
39573,almoloya,NORTH AMERICA
39574,laćarak,EUROPE
39575,alachua,NORTH AMERICA
39576,st. albans,NORTH AMERICA
39577,kumbhāri,ASIA
39578,sirugudi,ASIA
39579,maghra,ASIA
39580,mount vista,NORTH AMERICA
39581,potomac park,NORTH AMERICA
39582,munhall,NORTH AMERICA
39583,asfour,AFRICA
39584,ngaputaw,ASIA
39585,borshchiv,EUROPE
39586,san nicolás,SOUTH AMERICA
39587,hajeb el aïoun,AFRICA
39588,mount airy,NORTH AMERICA
39589,lambton shores,NORTH AMERICA
39590,great dunmow,EUROPE
39591,nueva helvecia,SOUTH AMERICA
39592,delareyville,AFRICA
39593,fair oaks ranch,NORTH AMERICA
39594,cottage grove,NORTH AMERICA
39595,burgau,EUROPE
39596,nedumpura,ASIA
39597,sânnicolau mare,EUROPE
39598,svedala,EUROPE
39599,fairview,NORTH AMERICA
39600,épinay-sur-orge,EUROPE
39601,lubawa,EUROPE
39602,memphis,NORTH AMERICA
39603,são félix do araguaia,SOUTH AMERICA
39604,chalco,NORTH AMERICA
39605,jacinto machado,SOUTH AMERICA
39606,valentigney,EUROPE
39607,jiwachhpur,ASIA
39608,pella,NORTH AMERICA
39609,winterville,NORTH AMERICA
39610,veselí nad moravou,EUROPE
39611,chinnamandem,ASIA
39612,santa clara,NORTH AMERICA
39613,adohoun,AFRICA
39614,pāma,ASIA
39615,crestwood,NORTH AMERICA
39616,dinagat,ASIA
39617,kralendijk,NORTH AMERICA
39618,snovsk,EUROPE
39619,uzda,EUROPE
39620,jeseník,EUROPE
39621,ruppichteroth,EUROPE
39622,villa jaragua,NORTH AMERICA
39623,opatija,EUROPE
39624,groot-brakrivier,AFRICA
39625,shelton,NORTH AMERICA
39626,north dumfries,NORTH AMERICA
39627,altamirano,NORTH AMERICA
39628,yelm,NORTH AMERICA
39629,longbenton,EUROPE
39630,néo vouprásio,EUROPE
39631,nakayama,ASIA
39632,waggaman,NORTH AMERICA
39633,kilibo,AFRICA
39634,usuppūr,ASIA
39635,tnine sidi lyamani,AFRICA
39636,bel air,NORTH AMERICA
39637,partāp tānr,ASIA
39638,kanur,ASIA
39639,mittahalli,ASIA
39640,hanson,NORTH AMERICA
39641,bouhmama,AFRICA
39642,avigliano,EUROPE
39643,urcos,SOUTH AMERICA
39644,králŭv dvŭr,EUROPE
39645,cadelbosco di sopra,EUROPE
39646,calçoene,SOUTH AMERICA
39647,plankstadt,EUROPE
39648,jilava,EUROPE
39649,ouédo-aguéko,AFRICA
39650,antardipa,ASIA
39651,nanticoke,NORTH AMERICA
39652,canápolis,SOUTH AMERICA
39653,ghattu,ASIA
39654,blandford forum,EUROPE
39655,felton,EUROPE
39656,sabnima,ASIA
39657,munnūru,ASIA
39658,khilok,EUROPE
39659,höllviken,EUROPE
39660,pires ferreira,SOUTH AMERICA
39661,barharia,ASIA
39662,san ignacio cohuirimpo,NORTH AMERICA
39663,lunca cetăţuii,EUROPE
39664,lyakhavichy,EUROPE
39665,aranda,ASIA
39666,massa lombarda,EUROPE
39667,mantasoa,AFRICA
39668,küçükkuyu,ASIA
39669,garrucha,EUROPE
39670,bajpe,ASIA
39671,tubará,SOUTH AMERICA
39672,bad wildbad,EUROPE
39673,khovaling,ASIA
39674,urucânia,SOUTH AMERICA
39675,killiney,EUROPE
39676,khokri kalān,ASIA
39677,küçük dalyan,ASIA
39678,souanké,AFRICA
39679,sokhodewara,ASIA
39680,east bradford,NORTH AMERICA
39681,ain legdah,AFRICA
39682,acari,SOUTH AMERICA
39683,itarana,SOUTH AMERICA
39684,le mars,NORTH AMERICA
39685,dießen am ammersee,EUROPE
39686,mizerov,EUROPE
39687,urrugne,EUROPE
39688,akbarpur,ASIA
39689,i̇nebolu,ASIA
39690,bonham,NORTH AMERICA
39691,peschanokopskoye,EUROPE
39692,shepton mallet,EUROPE
39693,la maddalena,EUROPE
39694,sleepy hollow,NORTH AMERICA
39695,lake morton-berrydale,NORTH AMERICA
39696,monte dourado,SOUTH AMERICA
39697,ghoswāri,ASIA
39698,miro khan,ASIA
39699,karpuzlu,ASIA
39700,lymanka,EUROPE
39701,ormesson-sur-marne,EUROPE
39702,dasai,ASIA
39703,kabira,ASIA
39704,kurhani,ASIA
39705,ninheira,SOUTH AMERICA
39706,werlte,EUROPE
39707,worcester,NORTH AMERICA
39708,hondo valle,NORTH AMERICA
39709,rānko,ASIA
39710,buşayrā,ASIA
39711,hoogland,EUROPE
39712,böhl-iggelheim,EUROPE
39713,murtosa,EUROPE
39714,ironton,NORTH AMERICA
39715,piratininga,SOUTH AMERICA
39716,iaciara,SOUTH AMERICA
39717,machulishchy,EUROPE
39718,sárospatak,EUROPE
39719,vellipālaiyam,ASIA
39720,north lakes,NORTH AMERICA
39721,le pradet,EUROPE
39722,maida babhangāwān,ASIA
39723,sonakhal,ASIA
39724,alcora,EUROPE
39725,san gaspar ixchil,NORTH AMERICA
39726,kombai,ASIA
39727,kartāl,ASIA
39728,jablanica,EUROPE
39729,croissy-sur-seine,EUROPE
39730,songo,AFRICA
39731,chorrochó,SOUTH AMERICA
39732,jaguari,SOUTH AMERICA
39733,yacuanquer,SOUTH AMERICA
39734,são joão de ver,EUROPE
39735,kimpese,AFRICA
39736,trofarello,EUROPE
39737,tenango del aire,NORTH AMERICA
39738,grijó,EUROPE
39739,abergele,EUROPE
39740,sirūr tājband,ASIA
39741,pasil,ASIA
39742,lejanías,SOUTH AMERICA
39743,acate,EUROPE
39744,nakagawa,ASIA
39745,pingree grove,NORTH AMERICA
39746,vienna,NORTH AMERICA
39747,bad iburg,EUROPE
39748,rocafuerte,SOUTH AMERICA
39749,raghunāthpur,ASIA
39750,bodippatti,ASIA
39751,paricônia,SOUTH AMERICA
39752,’aïn fekan,AFRICA
39753,zapotitlán,NORTH AMERICA
39754,lagoa do mato,SOUTH AMERICA
39755,reiskirchen,EUROPE
39756,kiełczów,EUROPE
39757,kolárovo,EUROPE
39758,weingarten,EUROPE
39759,sawādah,AFRICA
39760,igny,EUROPE
39761,shāmpur,ASIA
39762,tekkāttūr,ASIA
39763,jurbarkas,EUROPE
39764,fairview,NORTH AMERICA
39765,mulungu,SOUTH AMERICA
39766,pôrto firme,SOUTH AMERICA
39767,lenzburg,EUROPE
39768,gajiginhālu,ASIA
39769,nevelsk,EUROPE
39770,monroe,NORTH AMERICA
39771,daşkəsən,ASIA
39772,catanduvas,SOUTH AMERICA
39773,tarazona de aragón,EUROPE
39774,kasavanampatti,ASIA
39775,monsenhor gil,SOUTH AMERICA
39776,vouzela,EUROPE
39777,pūliguntā,ASIA
39778,ivankiv,EUROPE
39779,acushnet,NORTH AMERICA
39780,corumbá de goiás,SOUTH AMERICA
39781,teddington,EUROPE
39782,bellefontaine neighbors,NORTH AMERICA
39783,bangshang,ASIA
39784,flers-lez-lille,EUROPE
39785,trabia,EUROPE
39786,flămânzi,EUROPE
39787,ban ko,ASIA
39788,koppāka,ASIA
39789,ambohitromby,AFRICA
39790,ambolotarakely,AFRICA
39791,ascope,SOUTH AMERICA
39792,las matas de santa cruz,NORTH AMERICA
39793,longuenesse,EUROPE
39794,al fayd,AFRICA
39795,kiến giang,ASIA
39796,palatka,NORTH AMERICA
39797,kamikawa,ASIA
39798,kanagichō,ASIA
39799,puente de piedra,NORTH AMERICA
39800,pachauth,ASIA
39801,maryville,NORTH AMERICA
39802,cachoeira de minas,SOUTH AMERICA
39803,sawla,AFRICA
39804,chitagá,SOUTH AMERICA
39805,lohārda,ASIA
39806,darauli,ASIA
39807,kuiyibagecun,ASIA
39808,nave,EUROPE
39809,fenglin,ASIA
39810,smithville,NORTH AMERICA
39811,muurame,EUROPE
39812,don galo,ASIA
39813,bellmead,NORTH AMERICA
39814,santa margarita de mombúy,EUROPE
39815,martensville,NORTH AMERICA
39816,sihma,ASIA
39817,‘utaybah,ASIA
39818,linluo,ASIA
39819,paddhari,ASIA
39820,usmate velate,EUROPE
39821,máncora,SOUTH AMERICA
39822,ada,EUROPE
39823,niel,EUROPE
39824,são josé do calçado,SOUTH AMERICA
39825,mathila,ASIA
39826,little canada,NORTH AMERICA
39827,chervyen,EUROPE
39828,sabaneta de yásica,NORTH AMERICA
39829,tarabha,ASIA
39830,heath,NORTH AMERICA
39831,linthicum,NORTH AMERICA
39832,aerzen,EUROPE
39833,phaphot,ASIA
39834,kulriān,ASIA
39835,sečanj,EUROPE
39836,scotchtown,NORTH AMERICA
39837,yoko,AFRICA
39838,bir ben laabed,AFRICA
39839,paranã,SOUTH AMERICA
39840,sambalhera,ASIA
39841,hrebinka,EUROPE
39842,bobrovytsia,EUROPE
39843,bischofshofen,EUROPE
39844,lasht-e neshā,ASIA
39845,bluffton,NORTH AMERICA
39846,bogalusa,NORTH AMERICA
39847,torpa,ASIA
39848,madathapatti,ASIA
39849,marotaolana,AFRICA
39850,chota mollakhāli,ASIA
39851,jhonkar,ASIA
39852,arāvelli,ASIA
39853,montalegre,EUROPE
39854,dospat,EUROPE
39855,pallattūr,ASIA
39856,antenetibe,AFRICA
39857,torotoro,SOUTH AMERICA
39858,mario campos,SOUTH AMERICA
39859,southwick,EUROPE
39860,maevka,ASIA
39861,san juanito,NORTH AMERICA
39862,novotroitske,EUROPE
39863,nordkirchen,EUROPE
39864,nāgambhotlapālem,ASIA
39865,mfou,AFRICA
39866,san isidro,NORTH AMERICA
39867,kākhandiki,ASIA
39868,weinböhla,EUROPE
39869,saint-gély-du-fesc,EUROPE
39870,tāmarankottai,ASIA
39871,novaya lyalya,EUROPE
39872,rhar el melah,AFRICA
39873,rabta,AFRICA
39874,garag,ASIA
39875,galena park,NORTH AMERICA
39876,mapleton,NORTH AMERICA
39877,cotacachi,SOUTH AMERICA
39878,floresta azul,SOUTH AMERICA
39879,héricourt,EUROPE
39880,skilloúnta,EUROPE
39881,delhi,NORTH AMERICA
39882,dhilwan,ASIA
39883,new albany,NORTH AMERICA
39884,tulshia,ASIA
39885,karukkalvādi,ASIA
39886,wanderlândia,SOUTH AMERICA
39887,la virgen,NORTH AMERICA
39888,simbach am inn,EUROPE
39889,fairmount,NORTH AMERICA
39890,frontera,SOUTH AMERICA
39891,benedito novo,SOUTH AMERICA
39892,recreio,SOUTH AMERICA
39893,flawil,EUROPE
39894,sahuria,ASIA
39895,nāhargarh,ASIA
39896,buttar khurd,ASIA
39897,montale,EUROPE
39898,rasebetsane,AFRICA
39899,parczew,EUROPE
39900,cedro,SOUTH AMERICA
39901,xambioá,SOUTH AMERICA
39902,paittūr,ASIA
39903,standish,NORTH AMERICA
39904,raceland,NORTH AMERICA
39905,tangerhütte,EUROPE
39906,simpelveld,EUROPE
39907,gölyaka,ASIA
39908,malibu,NORTH AMERICA
39909,pierre-bénite,EUROPE
39910,herīs,ASIA
39911,naganuma,ASIA
39912,riverdale,NORTH AMERICA
39913,saidia,AFRICA
39914,perūr,ASIA
39915,itzer,AFRICA
39916,shumanay,ASIA
39917,vargem,SOUTH AMERICA
39918,čáslav,EUROPE
39919,boudouaou el bahri,AFRICA
39920,neuhausen am rheinfall,EUROPE
39921,obuse,ASIA
39922,al karak,ASIA
39923,lollar,EUROPE
39924,steinfeld,EUROPE
39925,bagrīnagar,ASIA
39926,okinawa número uno,SOUTH AMERICA
39927,kaufering,EUROPE
39928,monmouth,EUROPE
39929,nallippālaiyam,ASIA
39930,santiago chimaltenango,NORTH AMERICA
39931,surinam,AFRICA
39932,beverly hills,NORTH AMERICA
39933,san josecito,NORTH AMERICA
39934,murata,ASIA
39935,plymouth,NORTH AMERICA
39936,morsand,ASIA
39937,imst,EUROPE
39938,heule,EUROPE
39939,ertvelde,EUROPE
39940,cristino castro,SOUTH AMERICA
39941,andonabe atsimo,AFRICA
39942,yuzhno-sukhokumsk,EUROPE
39943,čelić,EUROPE
39944,agramonte,NORTH AMERICA
39945,marcali,EUROPE
39946,riesi,EUROPE
39947,tierra colorada,NORTH AMERICA
39948,aleksandrovsk,EUROPE
39949,excelsior springs,NORTH AMERICA
39950,jiménez,NORTH AMERICA
39951,bibala,AFRICA
39952,court-saint-étienne,EUROPE
39953,poção,SOUTH AMERICA
39954,angostura,SOUTH AMERICA
39955,vembūr,ASIA
39956,balwa,ASIA
39957,sāmākhiāli,ASIA
39958,yedappalli,ASIA
39959,kamifurano,ASIA
39960,san ricardo,ASIA
39961,ban thung khao phuang,ASIA
39962,usmat shaharchasi,ASIA
39963,dehqonobod,ASIA
39964,nuriston,ASIA
39965,keila,EUROPE
39966,rājāpur,ASIA
39967,rājāpur,ASIA
39968,paina,ASIA
39969,rio do pires,SOUTH AMERICA
39970,candelaria loxicha,NORTH AMERICA
39971,sadon,ASIA
39972,buriti alegre,SOUTH AMERICA
39973,kibichūō,ASIA
39974,delta,SOUTH AMERICA
39975,bhopālia,ASIA
39976,naini,ASIA
39977,adalpur,ASIA
39978,litomyšl,EUROPE
39979,devanakonda,ASIA
39980,laqraqra,AFRICA
39981,la chapelle-saint-mesmin,EUROPE
39982,cullompton,EUROPE
39983,krishnamsettipalle,ASIA
39984,nowe miasto lubawskie,EUROPE
39985,griñón,EUROPE
39986,gudlavalleru,ASIA
39987,hōki,ASIA
39988,forest acres,NORTH AMERICA
39989,soledar,EUROPE
39990,reading,NORTH AMERICA
39991,regidor,SOUTH AMERICA
39992,likiškiai,EUROPE
39993,ontario,NORTH AMERICA
39994,chencha,AFRICA
39995,tárnok,EUROPE
39996,duraiswāmipuram,ASIA
39997,begampur,ASIA
39998,ingeniero white,SOUTH AMERICA
39999,rājpur kalān,ASIA
40000,la trinité,EUROPE
40001,milton,NORTH AMERICA
40002,cheat lake,NORTH AMERICA
40003,ryhope,EUROPE
40004,abadou,AFRICA
40005,sweetwater,NORTH AMERICA
40006,bastrop,NORTH AMERICA
40007,presidente vargas,SOUTH AMERICA
40008,jesenice,EUROPE
40009,ouolodo,AFRICA
40010,wendeburg,EUROPE
40011,jõhvi,EUROPE
40012,coacoatzintla,NORTH AMERICA
40013,river grove,NORTH AMERICA
40014,alfredo wagner,SOUTH AMERICA
40015,buraan,AFRICA
40016,ban lueak,ASIA
40017,white marsh,NORTH AMERICA
40018,saúde,SOUTH AMERICA
40019,folomana,AFRICA
40020,las veredas,NORTH AMERICA
40021,ambhua,ASIA
40022,akseki,ASIA
40023,fort meade,NORTH AMERICA
40024,tiruvalam,ASIA
40025,padiham,EUROPE
40026,gelves,EUROPE
40027,rokunohe,ASIA
40028,marlton,NORTH AMERICA
40029,española,NORTH AMERICA
40030,hulshout,EUROPE
40031,salvatierra de miño,EUROPE
40032,taormina,EUROPE
40033,mospyne,EUROPE
40034,corzuela,SOUTH AMERICA
40035,büdelsdorf,EUROPE
40036,balua rāmpur,ASIA
40037,tokigawa,ASIA
40038,la plata,NORTH AMERICA
40039,ambahy,AFRICA
40040,markt indersdorf,EUROPE
40041,marck,EUROPE
40042,bordj okhriss,AFRICA
40043,krèmiss,AFRICA
40044,dáli,ASIA
40045,al musayfirah,ASIA
40046,rifle,NORTH AMERICA
40047,hartswater,AFRICA
40048,gommern,EUROPE
40049,belāo,ASIA
40050,dighāwāni,ASIA
40051,chestnut ridge,NORTH AMERICA
40052,south lebanon,NORTH AMERICA
40053,itaipé,SOUTH AMERICA
40054,wepangandla,ASIA
40055,vaddepalli,ASIA
40056,santiago tangamandapio,NORTH AMERICA
40057,novodnistrovsk,EUROPE
40058,lighthouse point,NORTH AMERICA
40059,dhanwār,ASIA
40060,hilter,EUROPE
40061,gemona del friuli,EUROPE
40062,somers point,NORTH AMERICA
40063,floresta,SOUTH AMERICA
40064,holbeach,EUROPE
40065,sainte-savine,EUROPE
40066,vikrutamāla,ASIA
40067,burhia dhanghatta,ASIA
40068,little river,NORTH AMERICA
40069,teotlaltzingo,NORTH AMERICA
40070,vieux-condé,EUROPE
40071,ymittós,EUROPE
40072,gökçe,ASIA
40073,nova vodolaha,EUROPE
40074,macajuba,SOUTH AMERICA
40075,palestina,SOUTH AMERICA
40076,nivala,EUROPE
40077,kopparam,ASIA
40078,lakhnā,ASIA
40079,khurmi,ASIA
40080,vermilion,NORTH AMERICA
40081,miribel,EUROPE
40082,valpoy,ASIA
40083,phai sali,ASIA
40084,schleusingen,EUROPE
40085,broughton,EUROPE
40086,figuig,AFRICA
40087,minanba,AFRICA
40088,santiago,SOUTH AMERICA
